pays;iso3;region;continent;sous_region_onu;annee;population_totale;population_rurale;stabilite_politique;acces_eau_potable_pct;service_safely_managed_pct;mortalite_wash_pour_100k;deces_wash;part_rurale_pct;ecart_basique_safely_managed_pct;risque_faible_acces_basique;risque_faible_acces_safely_managed;risque_ecart_qualite_eleve;risque_mortalite_elevee;risque_faible_stabilite;risque_ruralite_elevee;score_creation_services;score_modernisation_services;score_gouvernance;action_prioritaire;wash_score_inverse;water_access_score;score_effectivite_gouvernementale;pays_source_en
Guyane française;GUF;Americas;Americas;South America;2016;267821;42001;;;;;;15.682489423906263;;;;;;;0.1443373802124162;14.433738021241624;;;Créer ou étendre les services d'eau;;;;French Guyana
Polynésie française;PYF;Western Pacific;Oceania;Polynesia;2016;274575;107226;;;;;;39.05162523900574;;;;;;;0.3594205695074633;35.942056950746334;;;Créer ou étendre les services d'eau;;;;French Polynesia
Gabon;GAB;Africa;Africa;Middle Africa;2016;2007873;226498;-0.1;85.62704;;20.57946;407.4295;11.280494334053996;;0.1767788617646192;;;0.2036206591951352;0.3920454545454546;0.1038226110451793;16.160243590641628;20.36206591951353;82.63248704024323;Renforcer la gouvernance politique;0.7963793408048647;0.8562704;0.8263248704024324;Gabon
Gambie;GMB;Africa;Africa;Western Africa;2016;2149136;817075;-0.43;77.82724;;29.65944;604.6097;38.0187666113266;;0.2727116972183684;;;0.2934886627997606;0.4545454545454546;0.349914418767024;30.10667550783132;29.348866279976065;74.23918686001197;Renforcer la gouvernance politique;0.7065113372002394;0.7782724000000001;0.7423918686001197;Gambia
Géorgie;GEO;Europe;Asia;Western Asia;2016;4015450;1655077;-0.31;98.17055;79.81266;0.17978;7.05726;41.21772155051115;18.35789000000001;0.0225012545384774;0.2114494596958686;0.2782340353588807;0.0017172942347272;0.4318181818181819;0.3793567326024545;12.4361907881733;19.287762808569457;98.99941028826365;Renforcer la gouvernance politique;0.9982827057652728;0.9817055;0.9899941028826365;Georgia
Allemagne;DEU;Europe;Europe;Western Europe;2016;82193768;18657193;0.68;100.0;99.8;0.58651;480.4347;22.6990360145066;0.2000000000000028;1.2299396845438793e-07;0.0020948719315756;0.0030312202040526;0.0057428552057986;0.2443181818181817;0.2089157724338568;6.411050087889255;0.3152190481787219;99.71285723971006;Renforcer la gouvernance politique;0.9942571447942014;1.0;0.9971285723971006;Germany
Ghana;GHA;Africa;Africa;Western Africa;2016;28481945;12763904;-0.13;80.43578;34.752;18.83582;5312.967;44.81401814377495;45.68377999999999;0.24062822859167;0.6834310189572292;0.6923879846674819;0.1863631932309845;0.3977272727272727;0.4124560712793391;27.86103225577994;58.71523918105687;80.89973033845077;Moderniser les services d'eau;0.8136368067690155;0.8043577999999999;0.8089973033845077;Ghana
Gibraltar;GIB;Europe;Europe;Southern Europe;2016;33737;0;;;;;;0.0;;;;;;;0.0;0.0;;;Créer ou étendre les services d'eau;;;;Gibraltar
Grèce;GRC;Europe;Europe;Southern Europe;2016;10615185;2417151;-0.12;100.0;100.0;0.0371;4.14944;22.770691231476416;0.0;1.2299396845438793e-07;0.0;0.0;0.0003051361953584;0.3958333333333333;0.2095752676209034;6.294891968239647;0.0061027239071685;99.98474319023208;Renforcer la gouvernance politique;0.9996948638046416;1.0;0.9998474319023208;Greece
Groenland;GRL;Americas;Americas;Northern America;2016;56412;7714;1.97;;;;;13.67439551868397;;;;;;0.0;0.1258554284211099;12.585542842110994;;;Créer ou étendre les services d'eau;;;;Greenland
Grenade;GRD;Americas;Americas;Caribbean;2016;110261;68605;1.02;95.62865;87.11526;0.34283;0.36792;62.22054942364027;8.513389999999987;0.0537650913599198;0.1349594008582479;0.1290297988648987;0.0033310618848469;0.1799242424242424;0.5726610652448593;19.682537615663342;10.655837236589557;97.64777190575764;Créer ou étendre les services d'eau;0.996668938115153;0.9562865;0.9764777190575764;Grenada
Guadeloupe;GLP;Americas;Americas;Caribbean;2016;399763;6964;;;;;;1.7420321540512755;;;;;;;0.0160331915785168;1.6033191578516843;;;Créer ou étendre les services d'eau;;;;Guadeloupe
Guam;GUM;Western Pacific;Oceania;Micronesia;2016;162951;8769;;;;;;5.381372314376715;;;;;;;0.0495286915749942;4.952869157499422;;;Créer ou étendre les services d'eau;;;;Guam
Guatemala;GTM;Americas;Americas;Central America;2016;16583076;8238270;-0.54;93.72089;55.66295;6.29517;1043.895;49.678780945103306;38.05794;0.0772293886707796;0.4644022078693236;0.5768099832631176;0.0622436269539282;0.4753787878787878;0.4572300289794586;18.74831403341705;42.33132130740724;93.7482636523036;Moderniser les services d'eau;0.9377563730460718;0.9372089;0.937482636523036;Guatemala
Guinée;GIN;Africa;Africa;Western Africa;2016;11738429;8000301;-0.39;62.10819;;44.63392;5532.784;68.15478459681444;;0.4660465310781159;;;0.4416967670706282;0.446969696969697;0.6272781566585887;50.832857775038576;44.16967670706282;58.969256646468594;Créer ou étendre les services d'eau;0.5583032329293718;0.6210819;0.5896925664646859;Guinea
Guinée-Bissau;GNB;Africa;Africa;Western Africa;2016;1782438;1043426;-0.44;66.50823;;35.27235;640.4408;58.53925914954685;;0.4119286930168945;;;0.3490417605061915;0.4564393939393939;0.5387794677764045;43.42621923170717;34.90417605061916;65.80202697469042;Créer ou étendre les services d'eau;0.6509582394938085;0.6650823;0.6580202697469042;Guinea-Bissau
Guyana;GUY;Americas;Americas;South America;2016;771368;568513;-0.03;95.53635;;3.64877;28.21598;73.70191659493264;;0.0549003256880282;;;0.0360512031006508;0.3787878787878788;0.6783324554155404;23.72176839594376;3.6051203100650895;95.96561484496746;Renforcer la gouvernance politique;0.9639487968993492;0.9553635;0.9596561484496746;Guyana
Haïti;HTI;Americas;Americas;Caribbean;2016;10839970;5055343;-0.74;65.02302;;23.79188;2580.786;46.636134601848525;;0.4301958801940353;;;0.2354151975244675;0.5132575757575757;0.4292263370765123;38.12098465913864;23.54151975244676;70.74075012377662;Renforcer la gouvernance politique;0.7645848024755324;0.6502302;0.7074075012377662;Haiti
État de la Cité du Vatican;VAT;Europe;Europe;Southern Europe;2016;801;0;;;;;;0.0;;;;;;;0.0;0.0;;;Créer ou étendre les services d'eau;;;;Holy See
Honduras;HND;Americas;Americas;Central America;2016;9270795;4026684;-0.43;94.28603;;3.6189;329.7852;43.43407442403807;;0.0702785075419902;;;0.035755568389157;0.4545454545454546;0.3997554434667819;16.049085353121946;3.575556838915702;95.35523658054214;Renforcer la gouvernance politique;0.964244431610843;0.9428603;0.9535523658054216;Honduras
Hongrie;HUN;Europe;Europe;Eastern Europe;2016;9752975;2850043;0.65;99.97081;86.75824;0.23983;23.39143;29.222293710380683;13.21257;0.0003591423876573;0.1386989567433036;0.2002510456572996;0.0023116318452129;0.25;0.2689540674278682;8.14257422641095;13.296472288358412;99.86982340773936;Renforcer la gouvernance politique;0.9976883681547872;0.9997081;0.9986982340773936;Hungary
Islande;ISL;Europe;Europe;Northern Europe;2016;332206;20828;1.36;100.0;99.57044;0.10354;0.34426;6.269603800051775;0.429559999999995;1.2299396845438793e-07;0.004499365934638;0.0065104547542642;0.0009627180578175;0.1155303030303031;0.0577037333173521;1.7551854856945823;0.4495917446143106;99.95186409710912;Renforcer la gouvernance politique;0.9990372819421824;1.0;0.9995186409710912;Iceland
Inde;IND;South-East Asia;Asia;Southern Asia;2016;1324517249;884779655;-0.95;91.85928;;18.58389;246087.9;66.80016101473964;;0.1001260688175852;;;0.1838697465330718;0.553030303030303;0.6148105685272949;27.54673381593697;18.38697465330718;86.7361526733464;Renforcer la gouvernance politique;0.8161302534669281;0.9185928;0.867361526733464;India
Indonésie;IDN;South-East Asia;Asia;South-eastern Asia;2016;261556381;120142531;-0.37;88.65653;;7.05721;18426.38;45.933702913560346;;0.1395179620391415;;;0.0697858256665761;0.4431818181818182;0.4227613462880508;20.70579432206729;6.978582566657611;90.8389737166712;Renforcer la gouvernance politique;0.930214174333424;0.8865653;0.908389737166712;Indonesia
Iran;IRN;Eastern Mediterranean;Asia;Southern Asia;2016;79563989;20968583;-0.81;95.20149;91.73247;0.98453;790.3585;26.35436365564829;3.4690200000000004;0.0590189017130599;0.0865970827022967;0.0525768175613136;0.0096822100055573;0.5265151515151516;0.2425584168686206;10.17465833328525;5.930701536360477;97.11663449972214;Renforcer la gouvernance politique;0.9903177899944426;0.9520149;0.9711663449972214;Iran (Islamic Republic of)
Irak;IRQ;Eastern Mediterranean;Asia;Western Asia;2016;36610632;11125775;-2.31;95.61298;58.31704;3.03475;1129.005;30.38946445939529;37.29594;0.0539578229083647;0.436602314644946;0.565261034285677;0.0299740144313683;0.8106060606060606;0.2796963905131638;11.568344107055536;40.03072064764864;96.30778927843156;Renforcer la gouvernance politique;0.9700259855686316;0.9561298;0.9630778927843158;Iraq
Irlande;IRL;Europe;Europe;Northern Europe;2016;4695779;1761090;0.85;97.38348;97.31146;0.07416;3.50464;37.503681497787696;0.072020000000009;0.0321817408074307;0.0281607349145915;0.0010915423954794;0.0006719330620461;0.2121212121212121;0.3451737150518799;11.820188114441937;1.3188757162393274;98.6581433468977;Créer ou étendre les services d'eau;0.9993280669379538;0.9738348;0.986581433468977;Ireland
Île de Man;IMN;Europe;Europe;Northern Europe;2016;83287;39907;;;;;;47.91504076266404;;;;;;;0.4409970425939818;44.09970425939819;;;Créer ou étendre les services d'eau;;;;Isle of Man
Israël;ISR;Europe;Asia;Western Asia;2016;8108985;634341;-0.79;100.0;99.43504;0.24682;20.21871;7.822692975754672;0.5649599999999992;1.2299396845438793e-07;0.0059175942323147;0.0085625908324079;0.0023808145246016;0.5227272727272727;0.0719979449567042;2.2194642465447494;0.6135987100804741;99.88095927376992;Renforcer la gouvernance politique;0.9976191854753984;1.0;0.9988095927376992;Israel
Italie;ITA;Europe;Europe;Southern Europe;2016;60663060;17914936;0.37;99.4425;95.03938;0.13718;81.52759;29.5318699716104;4.403120000000001;0.0068570367309188;0.0519593180060632;0.0667341315243415;0.0012956658882378;0.303030303030303;0.271803323391895;8.495058001854144;4.699777231389556;99.65646670558812;Renforcer la gouvernance politique;0.9987043341117622;0.994425;0.9965646670558812;Italy
Jamaïque;JAM;Americas;Americas;Caribbean;2016;2906236;1293787;0.31;90.61792;;0.61365;17.6814;44.5176166009918;;0.1153940480758823;;;0.0060114700725527;0.3143939393939394;0.4097280718514535;17.634861070772132;0.6011470072552737;95.00838649637237;Renforcer la gouvernance politique;0.9939885299274472;0.9061792;0.9500838649637235;Jamaica
Japon;JPN;Western Pacific;Asia;Eastern Asia;2016;127763265;10913416;0.98;98.97;98.40837;0.1667;212.9628;8.541904435519866;0.5616299999999939;0.0126685017366748;0.0166713050622684;0.0085121210160103;0.0015878365170727;0.1875;0.0786173722118573;2.968299657432909;1.0798896937038969;99.40560817414637;Renforcer la gouvernance politique;0.9984121634829272;0.9897;0.9940560817414636;Japan
Jordanie;JOR;Eastern Mediterranean;Asia;Western Asia;2016;9554286;897724;-0.49;98.97105;93.84464;0.62637;59.22872;9.396034408013325;5.126410000000007;0.0126555873699953;0.0644734544637164;0.0776963878312878;0.006137364733758;0.4659090909090908;0.0864785528738176;3.317292136208273;5.743426319637476;99.1786567633121;Renforcer la gouvernance politique;0.993862635266242;0.9897105;0.991786567633121;Jordan
Kazakhstan;KAZ;Europe;Asia;Central Asia;2016;17830901;7687326;0.01;95.04381;87.50956;0.38312;68.91383;43.11238114103151;7.53425;0.0609582706064095;0.1308293608451468;0.1141898541119184;0.0037298272857873;0.3712121212121213;0.3967946657199583;14.740207831031862;9.9585626776645;97.33541363571064;Renforcer la gouvernance politique;0.9962701727142128;0.9504381;0.9733541363571064;Kazakhstan
Kenya;KEN;Africa;Africa;Eastern Africa;2016;49051534;35810733;-1.35;58.28035;;51.1546;24790.32;73.0063467536;;0.5131266542688747;;;0.5062344085351038;0.6287878787878788;0.6719306192058074;55.90447823165119;50.62344085351038;53.82845457324481;Renforcer la gouvernance politique;0.4937655914648962;0.5828035;0.5382845457324481;Kenya
Kiribati;KIR;Western Pacific;Oceania;Micronesia;2016;112524;54395;0.87;70.34607;;16.6583;19.05509;48.340798407450855;;0.36472557585776;;;0.164811452455218;0.2083333333333333;0.4449156005086621;33.88040524023951;16.481145245521805;76.93246237723909;Créer ou étendre les services d'eau;0.835188547544782;0.7034606999999999;0.769324623772391;Kiribati
Koweït;KWT;Eastern Mediterranean;Asia;Western Asia;2016;3956875;0;-0.05;100.0;100.0;0.01242;0.50324;0.0;0.0;1.2299396845438793e-07;0.0;0.0;6.086888100727606e-05;0.3825757575757575;0.0;0.0015272567537623;0.0012173776201455;99.99695655594964;Renforcer la gouvernance politique;0.9999391311189928;1.0;0.9999695655594965;Kuwait
Kirghizstan;KGZ;Europe;Asia;Central Asia;2016;6074330;3814995;-0.65;87.42696;68.1477;0.77594;46.21274;62.80519826878026;19.27926;0.1546409314087238;0.3336324461306301;0.2921984121559204;0.007617715714613;0.4962121212121212;0.5780420146828409;24.490545246743125;25.39275881562784;93.33259421426936;Renforcer la gouvernance politique;0.992382284285387;0.8742696;0.9333259421426936;Kyrgyzstan
Laos;LAO;Western Pacific;Asia;South-eastern Asia;2016;6845846;4478363;0.53;79.9419;15.68307;11.31273;764.5544;65.41723258162688;64.25883;0.2467026547018134;0.8831658500681305;0.973913318923923;0.1119043200574839;0.2727272727272728;0.6020824702221573;31.961701569683427;76.06751581655286;84.3757339971258;Moderniser les services d'eau;0.888095679942516;0.799419;0.843757339971258;Lao People's Democratic Republic
Lettonie;LVA;Europe;Europe;Northern Europe;2016;1974266;630159;0.48;98.57478;94.98471;0.0206;0.40592;31.91864723395936;3.590069999999997;0.0175294693548228;0.0525319512485593;0.0544114635898164;0.0001418294414364;0.2821969696969697;0.2937705741188655;9.6054890805689;4.271175620657476;99.28029852792818;Renforcer la gouvernance politique;0.9998581705585636;0.9857478;0.9928029852792818;Latvia
Liban;LBN;Eastern Mediterranean;Asia;Western Asia;2016;6714281;704804;-1.62;92.6;47.7;0.78675;47.25737;10.497088221359816;44.89999999999999;0.0910156595920537;0.5478090101070239;0.6805089358098199;0.0077247063818794;0.6799242424242424;0.0966123536114137;7.187192949531815;48.62371233579736;95.91376468090604;Moderniser les services d'eau;0.9922752936181204;0.926;0.9591376468090602;Lebanon
Lesotho;LSO;Africa;Africa;Southern Africa;2016;2075030;1601793;-0.24;68.62891;;44.35666;977.5431;77.19372731960502;;0.3858456081313772;;;0.4389526197619977;0.4185606060606061;0.7104701344901737;49.65097189466713;43.89526197619977;62.36682401190012;Créer ou étendre les services d'eau;0.5610473802380023;0.6862891000000001;0.6236682401190012;Lesotho
Liberia;LBR;Africa;Africa;Western Africa;2016;4586787;2295213;-0.44;72.44901;;41.54313;1916.729;50.039668290679295;;0.3388606822721414;;;0.4111060469521763;0.4564393939393939;0.4605515382503557;39.34292802356145;41.11060469521763;65.66920265239118;Renforcer la gouvernance politique;0.5888939530478237;0.7244901;0.6566920265239118;Liberia
Libye;LBY;Eastern Mediterranean;Africa;Northern Africa;2016;6492162;1287595;-2.28;98.52895;;0.5827;36.67053;19.83306947670129;;0.0180931507118892;;;0.0057051461917112;0.8049242424242424;0.1825381935519812;6.432966243387233;0.5705146191711242;98.97921769041444;Renforcer la gouvernance politique;0.9942948538082887;0.9852895;0.9897921769041444;Libya
Liechtenstein;LIE;Europe;Europe;Western Europe;2016;37658;32278;;;;;;85.71352700621382;;;;;;;0.7888840605869512;78.88840605869511;;;Créer ou étendre les services d'eau;;;;Liechtenstein
Lituanie;LTU;Europe;Europe;Northern Europe;2016;2889557;949079;0.83;97.07375;91.60094;0.08078;2.34934;32.845138545458695;5.47281000000001;0.0359912329899341;0.0879747752280976;0.082946461224707;0.0007374537111954;0.215909090909091;0.3022977489236211;10.706974295035558;6.876740102353049;98.50000231444022;Renforcer la gouvernance politique;0.9992625462888044;0.9707375;0.9850000231444024;Lithuania
Luxembourg;LUX;Europe;Europe;Western Europe;2016;579264;54927;1.42;99.90687;99.76517;0.0485;0.27921;9.482205004971826;0.1417000000000001;0.0011455658214521;0.0024596938784595;0.0021476195145713;0.0004179663162499;0.1041666666666666;0.0872716436823069;2.680148930340806;0.1942122338656754;99.93253668418753;Renforcer la gouvernance politique;0.99958203368375;0.9990687;0.9993253668418752;Luxembourg
Madagascar;MDG;Africa;Africa;Eastern Africa;2016;24894370;15968305;-0.29;53.18465;;30.23168;7526.039;64.14424225236469;;0.5758006907341264;;;0.2991523389733547;0.4280303030303031;0.5903662124141749;51.1008259297948;29.91523389733548;61.63470805133227;Créer ou étendre les services d'eau;0.7008476610266452;0.5318465;0.6163470805133227;Madagascar
Malawi;MWI;Africa;Africa;Eastern Africa;2016;17205261;15105299;-0.11;67.91184;;28.29031;5118.163;87.79465188002669;;0.3946651366217001;;;0.2799378642544775;0.3939393939393939;0.8080381696101743;48.999522842643664;27.993786425447748;69.95902678727613;Créer ou étendre les services d'eau;0.7200621357455226;0.6791184;0.6995902678727612;Malawi
Malaisie;MYS;Western Pacific;Asia;South-eastern Asia;2016;30684654;7846716;0.14;96.72462;93.31452;0.41999;130.9834;25.572118232129977;3.4101;0.0402853214078381;0.0700261220055508;0.0516838200891997;0.0040947436504602;0.346590909090909;0.2353588421032986;8.97597331771318;5.04200406638098;98.157572817477;Renforcer la gouvernance politique;0.9959052563495396;0.9672462;0.98157572817477;Malaysia
Maldives;MDV;South-East Asia;Asia;Southern Asia;2016;475512;261129;0.42;99.23921;;0.30585;1.3083;54.91533336698128;;0.0093573811140301;;;0.0029650568084812;0.2935606060606061;0.5054258375330846;15.657983696335926;0.2965056808481262;99.47135215957594;Renforcer la gouvernance politique;0.9970349431915188;0.9923921;0.9947135215957594;Maldives
Mali;MLI;Africa;Africa;Western Africa;2016;17965443;10655945;-1.62;76.58435;;70.7214;12726.2;59.31356660673495;;0.2879984945538271;;;0.6998944444526922;0.6799242424242424;0.5459059836520727;46.8344728758017;69.98944444526923;53.29745277736539;Moderniser les services d'eau;0.3001055555473078;0.7658435;0.532974527773654;Mali
Malte;MLT;Europe;Europe;Southern Europe;2016;436097;23701;1.08;100.0;100.0;0.03337;0.14329;5.434800055950855;0.0;1.2299396845438793e-07;0.0;0.0;0.000268218971593;0.1685606060606059;0.0500204260210396;1.5073237896495946;0.0053643794318607;99.98658905142037;Renforcer la gouvernance politique;0.999731781028407;1.0;0.9998658905142036;Malta
Îles Marshall;MHL;Western Pacific;Oceania;Micronesia;2016;57735;12615;0.21;87.35748;;;;21.84983112496753;;0.1554954935009987;;;;0.3333333333333333;0.201099920899929;17.373726446057088;;;Renforcer la gouvernance politique;;0.8735748;;Marshall Islands
Martinique;MTQ;Americas;Americas;Caribbean;2016;376791;42382;;;;;;11.248145523645734;;;;;;;0.1035248813658467;10.352488136584672;;;Créer ou étendre les services d'eau;;;;Martinique
Mauritanie;MRT;Africa;Africa;Western Africa;2016;4163533;2066106;-0.75;68.83202;;38.56949;1658.882;49.6238651164768;;0.3833474776396965;;;0.3816748047865704;0.5151515151515151;0.4567245985836911;40.49424457096135;38.16748047865705;65.33226976067148;Renforcer la gouvernance politique;0.6183251952134295;0.6883202;0.6533226976067148;Mauritania
Maurice;MUS;Africa;Africa;Eastern Africa;2016;1261865;745793;1.01;99.86639;;0.58845;7.42695;59.1024396429095;;0.0016434454054373;;;0.0057620561211082;0.1818181818181817;0.5439628283259602;16.53689129605119;0.5762056121108289;99.64509219394458;Créer ou étendre les services d'eau;0.9942379438788918;0.9986639;0.9964509219394458;Mauritius
Mayotte;MYT;Africa;Africa;Eastern Africa;2016;246450;131439;;;;;;53.33292757151552;;;;;;;0.4908618036748948;49.08618036748948;;;Créer ou étendre les services d'eau;;;;Mayotte
Mexique;MEX;Americas;Americas;Central America;2016;123333376;26048191;-0.63;98.88368;42.68274;1.05554;1346.237;21.12014755843544;56.20094;0.0137301856716947;0.6003615958441093;0.8517871240737538;0.0103850228901633;0.4924242424242424;0.1943841112136975;6.709007263891271;57.03652161336956;98.92258885549184;Moderniser les services d'eau;0.9896149771098368;0.9888368;0.9892258885549184;Mexico
Micronésie;FSM;Western Pacific;Oceania;Micronesia;2016;110215;81299;1.06;78.56648;;3.56993;3.74615;73.76400671414962;;0.2636194911001565;;;0.0352708937382746;0.1723484848484848;0.6789039160365304;33.11176692405982;3.5270893738274696;87.51969531308626;Créer ou étendre les services d'eau;0.9647291062617253;0.7856647999999999;0.8751969531308625;Micronesia (Federated States of)
Monaco;MCO;Europe;Europe;Western Europe;2016;38070;0;;100.0;100.0;;;0.0;0.0;1.2299396845438793e-07;0.0;0.0;;;0.0;7.3796381072632755e-06;0.0;;Créer ou étendre les services d'eau;;1.0;;Monaco
Mongolie;MNG;Western Pacific;Asia;Eastern Asia;2016;3056364;959785;0.8;82.80058;23.61521;1.28871;39.01429;31.40283683487961;59.18536999999999;0.2115426149501629;0.8000817628514894;0.897019446641658;0.0126927947575562;0.221590909090909;0.2890231950722711;18.50743339386437;67.65321585592618;90.7656502621222;Moderniser les services d'eau;0.9873072052424438;0.8280058;0.907656502621222;Mongolia
Monténégro;MNE;Europe;Europe;Southern Europe;2016;627264;212843;0.28;97.05335;93.04792;0.02545;0.15999;33.93196485052546;4.00542999999999;0.0362421406854208;0.0728185862903409;0.0607067017095928;0.0001898317297104;0.3200757575757577;0.3123006035329247;11.004660230074444;5.405367577495306;98.51718341351447;Renforcer la gouvernance politique;0.9998101682702896;0.9705335;0.9851718341351448;Montenegro
Montserrat;MSR;Americas;Americas;Caribbean;2016;4981;4686;;;;;;94.07749447902027;;;;;;;0.8658637492431699;86.58637492431697;;;Créer ou étendre les services d'eau;;;;Montserrat
Maroc;MAR;Eastern Mediterranean;Africa;Northern Africa;2016;35126283;13630788;-0.31;86.63644;69.99794;1.90323;671.3973;38.80509645725965;16.638499999999993;0.1643638505967668;0.3142523669172378;0.25217478682565;0.0187749321163516;0.4318181818181819;0.3571515854487242;18.580294143225025;23.342972692500485;92.37947339418244;Renforcer la gouvernance politique;0.9812250678836484;0.8663643999999999;0.9237947339418242;Morocco
Mozambique;MOZ;Africa;Africa;Eastern Africa;2016;27829938;18760441;-1.09;53.44394;;27.62905;7965.31;67.41100537126601;;0.5726115801281106;;;0.2733931234000268;0.5795454545454546;0.6204326143489329;51.215327621233634;27.33931234000268;63.05231382999865;Créer ou étendre les services d'eau;0.7266068765999731;0.5344394;0.6305231382999865;Mozambique
Myanmar (Birmanie);MMR;South-East Asia;Asia;South-eastern Asia;2016;53045201;36976382;-0.8;80.84426;;12.61942;6673.805;69.70730867812152;;0.2356041709714555;;;0.1248371262564104;0.5246212121212122;0.6415671673223521;32.97013086979632;12.48371262564104;84.18027368717948;Renforcer la gouvernance politique;0.8751628737435896;0.8084426;0.8418027368717949;Myanmar
Namibie;NAM;Africa;Africa;Southern Africa;2016;2358044;1290418;0.71;82.21806;;18.31716;454.2127;54.72408487712698;;0.2187072595959895;;;0.1812298186255806;0.2386363636363637;0.503665638291179;29.48254129619442;18.122981862558067;82.04753906872097;Créer ou étendre les services d'eau;0.8187701813744194;0.8221805999999999;0.8204753906872096;Namibia
Nauru;NRU;Western Pacific;Oceania;Polynesia;2016;10475;0;0.58;99.48493;;;;0.0;;0.0063351733231001;;;;0.2632575757575758;0.0;0.3801103993860111;;;Renforcer la gouvernance politique;;0.9948493;;Nauru
Népal;NPL;South-East Asia;Asia;Southern Asia;2016;27263433;23492872;-0.85;88.34641;27.0582;19.82954;5747.149;86.16989650569684;61.28821000000001;0.1433322509864115;0.7640186472930117;0.9288903021111086;0.1961984167162772;0.5340909090909092;0.7930843617115811;35.14744256364288;70.81596803639988;84.36328416418615;Moderniser les services d'eau;0.8038015832837228;0.8834641000000001;0.8436328416418615;Nepal
Pays-Bas;NLD;Europe;Europe;Western Europe;2016;16981295;1590832;0.91;100.0;99.95101;0.24093;40.92825;9.368143006761263;0.0489900000000034;1.2299396845438793e-07;0.0005131388796394;0.0007424973889827;0.002322518962141;0.2007575757575758;0.0862218479796929;2.644723948172895;0.0955290374409918;99.88387405189296;Renforcer la gouvernance politique;0.9976774810378588;1.0;0.9988387405189294;Netherlands
Antilles néerlandaises;HIST_ANT;Americas;Americas;Caribbean;2016;272693;23404;;;;;;8.582545206514286;;;;;;;0.0789914188479867;7.899141884798679;;;Créer ou étendre les services d'eau;;;;Netherlands Antilles
Nouvelle-Calédonie;NCL;Western Pacific;Oceania;Melanesia;2016;274191;82290;;;;;;30.011925993194527;;;;;;;0.2762216288431343;27.62216288431344;;;Créer ou étendre les services d'eau;;;;New Caledonia
Nouvelle-Zélande;NZL;Western Pacific;Oceania;Australia and New Zealand;2016;4659265;633866;1.52;100.0;100.0;0.14577;6.79392;13.604420439704546;0.0;1.2299396845438793e-07;0.0;0.0;0.0013806843740674;0.0852272727272727;0.1252113967685426;3.790864547136548;0.0276136874813496;99.93096578129663;Renforcer la gouvernance politique;0.9986193156259324;1.0;0.9993096578129664;New Zealand
Nicaragua;NIC;Americas;Americas;Central America;2016;6303974;2577435;-0.09;81.50474;51.52127;2.24431;138.0232;40.88587611560581;29.98347;0.2274806653481713;0.5077836537771641;0.4544325002580325;0.0221507301543941;0.3901515151515151;0.3763025172023999;22.07947371059956;39.1984165320914;89.6448334922803;Moderniser les services d'eau;0.9778492698456058;0.8150474;0.896448334922803;Nicaragua
Niger;NER;Africa;Africa;Western Africa;2016;20788798;17305349;-1.1;49.50156;;70.81496;14639.56;83.24362476368282;;0.6211004762326455;;;0.7008204432343249;0.581439393939394;0.7661517500824561;68.45458501380087;70.08204432343248;39.70975783828376;Moderniser les services d'eau;0.2991795567656751;0.4950156;0.3970975783828375;Niger
Nigeria;NGA;Africa;Africa;Western Africa;2016;185960241;95443463;-1.88;70.02553;19.90354;68.62818;127641.3;51.32466084511044;50.12199;0.3686680245200775;0.8389591293628458;0.7596539437766247;0.6791770527287816;0.7291666666666666;0.4723782612842842;47.74083526015155;77.92458990808557;51.05391236356092;Moderniser les services d'eau;0.3208229472712184;0.7002553;0.5105391236356092;Nigeria
Niue;NIU;Western Pacific;Oceania;Polynesia;2016;1614;921;;98.19875;97.21675;;;57.06319702602231;0.9819999999999992;0.0221544115476577;0.0291527615177891;0.0148832912018985;;;0.5251941922387379;22.33703238240897;2.290986825458697;;Créer ou étendre les services d'eau;;0.9819875;;Niue
Îles Mariannes du Nord;MNP;Western Pacific;Oceania;Micronesia;2016;56188;4708;;;;;;8.379013312451058;;;;;;;0.0771181664844956;7.711816648449564;;;Créer ou étendre les services d'eau;;;;Northern Mariana Islands
Norvège;NOR;Europe;Europe;Northern Europe;2016;5250949;972918;1.2;100.0;98.34296;0.21161;11.1195;18.528422195683103;1.657039999999995;1.2299396845438793e-07;0.0173564329274902;0.0251142656346169;0.0020323278091112;0.1458333333333333;0.1705305737440979;5.166730942279299;1.700685335130878;99.89838360954444;Renforcer la gouvernance politique;0.9979676721908888;1.0;0.9989838360954444;Norway
